district,region,sub_locality,year,month,date,population,total_crimes,crimes_per_100k,violent_crimes,property_crimes,crimes_against_women,hotspot_flag,latitude,longitude,location_address,cctv_status,complaint_body,crime_type
Jodhpur,North Jodhpur,College Road,2021,2,2021-02-01,3874431,12750,329.09,2746,5576,2688,1,26.26053,73.06677,"College Road, North Jodhpur, Jodhpur, Rajasthan",Not Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Jodhpur,South Jodhpur,Clock Tower,2021,2,2021-02-01,3874431,15359,396.41,3308,6716,3238,1,26.13405,73.08641,"Clock Tower, South Jodhpur, Jodhpur, Rajasthan",Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Jodhpur,South Jodhpur,Court Area,2021,2,2021-02-01,3874431,14964,386.21,3223,6543,3154,1,26.35784,73.01782,"Court Area, South Jodhpur, Jodhpur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Court Area.,Other
Jodhpur,East Jodhpur,Lake Side,2021,2,2021-02-01,3874431,12495,322.5,2691,5464,2634,1,26.35296,72.97118,"Lake Side, East Jodhpur, Jodhpur, Rajasthan",Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Jodhpur,East Jodhpur,School Colony,2021,2,2021-02-01,3874431,17373,448.4,3742,7597,3662,1,26.27243,72.97011,"School Colony, East Jodhpur, Jodhpur, Rajasthan",Not Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Jodhpur,West Jodhpur,School Colony,2021,2,2021-02-01,3874431,14256,367.95,3071,6234,3005,1,26.29494,73.03758,"School Colony, West Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of car theft was reported near outside Gaurav Tower.,Vehicle Theft
Jodhpur,West Jodhpur,Court Area,2021,2,2021-02-01,3874431,14974,386.47,3225,6548,3157,1,26.11991,73.00246,"Court Area, West Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Jodhpur,Central Jodhpur,Temple Chowk,2021,2,2021-02-01,3874431,13908,358.96,2996,6082,2932,1,26.26364,72.93373,"Temple Chowk, Central Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of scam was reported near outside the post office in Temple Chowk.,Financial Fraud
Jodhpur,Central Jodhpur,Court Area,2021,2,2021-02-01,3874431,14953,385.95,3221,6539,3152,1,26.2992,72.9706,"Court Area, Central Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of extremism was reported near outside the textile shop in Court Area.,Extremism/Anti-national
Jodhpur,North Jodhpur,Hospital Road,2021,3,2021-03-01,3874431,10370,267.67,1205,5403,1137,0,26.22447,73.02746,"Hospital Road, North Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Jodhpur,North Jodhpur,Lake Side,2021,3,2021-03-01,3874431,16288,420.4,1893,8485,1786,1,26.30049,72.92198,"Lake Side, North Jodhpur, Jodhpur, Rajasthan",Installed,Noise complaint received. Accused warned.,Other
Jodhpur,South Jodhpur,School Colony,2021,3,2021-03-01,3874431,12551,323.96,1459,6539,1376,1,26.23735,73.03829,"School Colony, South Jodhpur, Jodhpur, Rajasthan",Not Installed,Valuable item went missing. No suspects identified.,Other
Jodhpur,South Jodhpur,Bus Stand,2021,3,2021-03-01,3874431,11565,298.51,1344,6025,1268,0,26.28236,73.02162,"Bus Stand, South Jodhpur, Jodhpur, Rajasthan",Installed,Domestic violence complaint received in Bus Stand.,Other
Jodhpur,East Jodhpur,Highway Junction,2021,3,2021-03-01,3874431,13510,348.7,1570,7038,1481,1,26.33847,73.00698,"Highway Junction, East Jodhpur, Jodhpur, Rajasthan",Not Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Jodhpur,East Jodhpur,Police Station Area,2021,3,2021-03-01,3874431,15040,388.19,1748,7835,1649,1,26.23286,72.90943,"Police Station Area, East Jodhpur, Jodhpur, Rajasthan",Not Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Jodhpur,West Jodhpur,College Road,2021,3,2021-03-01,3874431,11028,284.65,1282,5745,1209,0,26.27285,73.07719,"College Road, West Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Jodhpur,West Jodhpur,Highway Junction,2021,3,2021-03-01,3874431,13153,339.49,1528,6852,1442,1,26.32676,72.95597,"Highway Junction, West Jodhpur, Jodhpur, Rajasthan",Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Jodhpur,Central Jodhpur,Hospital Road,2021,3,2021-03-01,3874431,17036,439.7,1980,8875,1868,1,26.27741,73.06014,"Hospital Road, Central Jodhpur, Jodhpur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Hospital Road.,Other
Jodhpur,Central Jodhpur,Court Area,2021,3,2021-03-01,3874431,14635,377.75,1701,7624,1605,1,26.23478,73.01908,"Court Area, Central Jodhpur, Jodhpur, Rajasthan",Installed,Domestic violence complaint received in Court Area.,Other
Jodhpur,North Jodhpur,Hospital Road,2021,4,2021-04-01,3874431,17958,463.49,3942,8503,2058,1,26.21809,72.93041,"Hospital Road, North Jodhpur, Jodhpur, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Jodhpur,North Jodhpur,Main Market,2021,4,2021-04-01,3874431,17505,451.78,3843,8288,2006,1,26.31573,73.04331,"Main Market, North Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of anti-national activity was reported near outside the post office in Main Market.,Extremism/Anti-national
Jodhpur,South Jodhpur,Main Market,2021,4,2021-04-01,3874431,16687,430.7,3663,7901,1912,1,26.16704,73.04883,"Main Market, South Jodhpur, Jodhpur, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Jodhpur,South Jodhpur,College Road,2021,4,2021-04-01,3874431,12894,332.78,2831,6105,1477,1,26.23957,73.02131,"College Road, South Jodhpur, Jodhpur, Rajasthan",Not Installed,Pickpocketing incident reported in College Road market.,Other
Jodhpur,East Jodhpur,School Colony,2021,4,2021-04-01,3874431,16207,418.28,3558,7674,1857,1,26.19241,73.00551,"School Colony, East Jodhpur, Jodhpur, Rajasthan",Installed,The complainant misplaced their bag.,Lost Property
Jodhpur,East Jodhpur,Hospital Road,2021,4,2021-04-01,3874431,16795,433.47,3687,7952,1924,1,26.20338,73.0529,"Hospital Road, East Jodhpur, Jodhpur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Jodhpur,West Jodhpur,College Road,2021,4,2021-04-01,3874431,15911,410.66,3493,7534,1823,1,26.19885,72.94462,"College Road, West Jodhpur, Jodhpur, Rajasthan",Installed,Noise complaint received. Accused warned.,Other
Jodhpur,West Jodhpur,Industrial Area,2021,4,2021-04-01,3874431,17113,441.68,3757,8103,1961,1,26.1834,72.98222,"Industrial Area, West Jodhpur, Jodhpur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Industrial Area.,Other
Jodhpur,Central Jodhpur,College Road,2021,4,2021-04-01,3874431,14205,366.63,3118,6726,1628,1,26.25497,73.07688,"College Road, Central Jodhpur, Jodhpur, Rajasthan",Not Installed,Domestic violence complaint received in College Road.,Other
Jodhpur,Central Jodhpur,Lake Side,2021,4,2021-04-01,3874431,16252,419.44,3568,7695,1862,1,26.21497,73.06027,"Lake Side, Central Jodhpur, Jodhpur, Rajasthan",Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Jodhpur,North Jodhpur,Tourist Spot,2021,5,2021-05-01,3874431,11529,297.57,2214,5562,2287,0,26.21613,72.96508,"Tourist Spot, North Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of extremism was reported near outside the textile shop in Tourist Spot.,Extremism/Anti-national
Jodhpur,North Jodhpur,Clock Tower,2021,5,2021-05-01,3874431,15529,400.8,2982,7491,3080,1,26.1985,73.00973,"Clock Tower, North Jodhpur, Jodhpur, Rajasthan",Installed,A case of deception was reported near outside the school in Clock Tower.,Fraud/Deception
Jodhpur,South Jodhpur,Mall Road,2021,5,2021-05-01,3874431,18480,476.97,3549,8915,3666,1,26.17434,73.01063,"Mall Road, South Jodhpur, Jodhpur, Rajasthan",Installed,A case of anti-national activity was reported near outside the post office in Mall Road.,Extremism/Anti-national
Jodhpur,South Jodhpur,Hospital Road,2021,5,2021-05-01,3874431,13468,347.61,2586,6497,2672,1,26.21568,73.07465,"Hospital Road, South Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of car theft was reported near outside Gaurav Tower.,Vehicle Theft
Jodhpur,East Jodhpur,Bus Stand,2021,5,2021-05-01,3874431,13400,345.84,2573,6464,2658,1,26.19651,73.0359,"Bus Stand, East Jodhpur, Jodhpur, Rajasthan",Not Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Jodhpur,East Jodhpur,Tourist Spot,2021,5,2021-05-01,3874431,17511,451.96,3363,8447,3474,1,26.30278,72.92528,"Tourist Spot, East Jodhpur, Jodhpur, Rajasthan",Not Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Jodhpur,West Jodhpur,Lake Side,2021,5,2021-05-01,3874431,18516,477.89,3556,8932,3673,1,26.26563,73.01209,"Lake Side, West Jodhpur, Jodhpur, Rajasthan",Not Installed,Pickpocketing incident reported in Lake Side market.,Other
Jodhpur,West Jodhpur,College Road,2021,5,2021-05-01,3874431,15156,391.18,2911,7311,3006,1,26.20568,73.0866,"College Road, West Jodhpur, Jodhpur, Rajasthan",Installed,A case of deception was reported near outside the school in College Road.,Fraud/Deception
Jodhpur,Central Jodhpur,Highway Junction,2021,5,2021-05-01,3874431,11774,303.87,2261,5679,2335,1,26.28753,73.06945,"Highway Junction, Central Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of deception was reported near outside the school in Highway Junction.,Fraud/Deception
Jodhpur,Central Jodhpur,Tourist Spot,2021,5,2021-05-01,3874431,10734,277.03,2061,5178,2129,0,26.17622,73.00432,"Tourist Spot, Central Jodhpur, Jodhpur, Rajasthan",Installed,A case of anti-national activity was reported near outside the post office in Tourist Spot.,Extremism/Anti-national
Jodhpur,North Jodhpur,Main Market,2021,6,2021-06-01,3874431,10427,269.12,2054,4505,2328,0,26.18783,73.03174,"Main Market, North Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of deception was reported near outside the school in Main Market.,Fraud/Deception
Jodhpur,North Jodhpur,College Road,2021,6,2021-06-01,3874431,11639,300.42,2292,5028,2599,1,26.21154,73.0708,"College Road, North Jodhpur, Jodhpur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Jodhpur,South Jodhpur,Railway Station,2021,6,2021-06-01,3874431,18335,473.24,3611,7921,4094,1,26.17109,73.04905,"Railway Station, South Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Jodhpur,South Jodhpur,Police Station Area,2021,6,2021-06-01,3874431,10212,263.58,2011,4412,2280,0,26.23693,72.99694,"Police Station Area, South Jodhpur, Jodhpur, Rajasthan",Not Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Jodhpur,East Jodhpur,Clock Tower,2021,6,2021-06-01,3874431,17923,462.59,3530,7743,4002,1,26.3105,72.98393,"Clock Tower, East Jodhpur, Jodhpur, Rajasthan",Not Installed,Valuable item went missing. No suspects identified.,Other
Jodhpur,East Jodhpur,Police Station Area,2021,6,2021-06-01,3874431,11892,306.94,2342,5138,2655,1,26.28041,72.99028,"Police Station Area, East Jodhpur, Jodhpur, Rajasthan",Not Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Jodhpur,West Jodhpur,Mall Road,2021,6,2021-06-01,3874431,12193,314.71,2401,5268,2723,1,26.26872,73.09488,"Mall Road, West Jodhpur, Jodhpur, Rajasthan",Installed,The complainant misplaced their bag.,Lost Property
Jodhpur,West Jodhpur,Hospital Road,2021,6,2021-06-01,3874431,14663,378.46,2888,6335,3274,1,26.1677,72.92493,"Hospital Road, West Jodhpur, Jodhpur, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Jodhpur,Central Jodhpur,Mall Road,2021,6,2021-06-01,3874431,14226,367.19,2802,6146,3177,1,26.22826,73.10366,"Mall Road, Central Jodhpur, Jodhpur, Rajasthan",Installed,The complainant was duped in a financial scam.,Financial Fraud
Jodhpur,Central Jodhpur,School Colony,2021,6,2021-06-01,3874431,13608,351.22,2680,5879,3039,1,26.30506,73.01897,"School Colony, Central Jodhpur, Jodhpur, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Jodhpur,North Jodhpur,Police Station Area,2021,7,2021-07-01,3874431,10775,278.1,2133,3875,1337,0,26.2229,72.97342,"Police Station Area, North Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Jodhpur,North Jodhpur,Main Market,2021,7,2021-07-01,3874431,15670,404.46,3103,5635,1945,1,26.28912,73.10312,"Main Market, North Jodhpur, Jodhpur, Rajasthan",Installed,Chain snatching incident occurred outside temple in Main Market.,Other
Jodhpur,South Jodhpur,Hospital Road,2021,7,2021-07-01,3874431,14306,369.24,2833,5145,1776,1,26.15607,72.99492,"Hospital Road, South Jodhpur, Jodhpur, Rajasthan",Installed,A case of extremism was reported near outside the textile shop in Hospital Road.,Extremism/Anti-national
Jodhpur,South Jodhpur,Lake Side,2021,7,2021-07-01,3874431,16603,428.54,3288,5971,2061,1,26.26482,73.0013,"Lake Side, South Jodhpur, Jodhpur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Lake Side.,Other
Jodhpur,East Jodhpur,Highway Junction,2021,7,2021-07-01,3874431,14999,387.14,2970,5394,1862,1,26.25084,73.08064,"Highway Junction, East Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of extremism was reported near outside the textile shop in Highway Junction.,Extremism/Anti-national
Jodhpur,East Jodhpur,Lake Side,2021,7,2021-07-01,3874431,17175,443.28,3401,6176,2132,1,26.2437,72.97127,"Lake Side, East Jodhpur, Jodhpur, Rajasthan",Not Installed,Valuable item went missing. No suspects identified.,Other
Jodhpur,West Jodhpur,School Colony,2021,7,2021-07-01,3874431,10926,282.01,2163,3929,1356,0,26.28506,72.96457,"School Colony, West Jodhpur, Jodhpur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in School Colony.,Other
Jodhpur,West Jodhpur,Hospital Road,2021,7,2021-07-01,3874431,10481,270.52,2075,3769,1301,0,26.27106,73.03664,"Hospital Road, West Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of anti-national activity was reported near outside the post office in Hospital Road.,Extremism/Anti-national
Jodhpur,Central Jodhpur,Bus Stand,2021,7,2021-07-01,3874431,12057,311.21,2387,4336,1497,1,26.23899,73.07499,"Bus Stand, Central Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Jodhpur,Central Jodhpur,Main Market,2021,7,2021-07-01,3874431,12271,316.72,2430,4413,1523,1,26.22581,73.04633,"Main Market, Central Jodhpur, Jodhpur, Rajasthan",Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Jodhpur,North Jodhpur,Main Market,2021,8,2021-08-01,3874431,10960,282.88,1651,7085,2120,0,26.21811,72.98951,"Main Market, North Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of scam was reported near outside the post office in Main Market.,Financial Fraud
Jodhpur,North Jodhpur,College Road,2021,8,2021-08-01,3874431,17646,455.44,2658,11407,3414,1,26.33589,73.00554,"College Road, North Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of scam was reported near outside the post office in College Road.,Financial Fraud
Jodhpur,South Jodhpur,Temple Chowk,2021,8,2021-08-01,3874431,15707,405.41,2366,10154,3039,1,26.17235,73.11503,"Temple Chowk, South Jodhpur, Jodhpur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Temple Chowk.,Other
Jodhpur,South Jodhpur,Mall Road,2021,8,2021-08-01,3874431,11225,289.73,1691,7257,2172,0,26.22616,73.04795,"Mall Road, South Jodhpur, Jodhpur, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Jodhpur,East Jodhpur,College Road,2021,8,2021-08-01,3874431,16908,436.4,2547,10930,3271,1,26.16365,73.08497,"College Road, East Jodhpur, Jodhpur, Rajasthan",Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Jodhpur,East Jodhpur,Lake Side,2021,8,2021-08-01,3874431,13980,360.82,2106,9037,2705,1,26.22387,72.98231,"Lake Side, East Jodhpur, Jodhpur, Rajasthan",Installed,Chain snatching incident occurred outside temple in Lake Side.,Other
Jodhpur,West Jodhpur,Highway Junction,2021,8,2021-08-01,3874431,14096,363.81,2123,9112,2727,1,26.26747,73.02052,"Highway Junction, West Jodhpur, Jodhpur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Highway Junction.,Other
Jodhpur,West Jodhpur,Police Station Area,2021,8,2021-08-01,3874431,14998,387.11,2259,9696,2902,1,26.22067,72.95219,"Police Station Area, West Jodhpur, Jodhpur, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Jodhpur,Central Jodhpur,Industrial Area,2021,8,2021-08-01,3874431,17332,447.33,2611,11204,3353,1,26.27318,73.04478,"Industrial Area, Central Jodhpur, Jodhpur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Jodhpur,Central Jodhpur,Court Area,2021,8,2021-08-01,3874431,13264,342.36,1998,8575,2566,1,26.14312,73.01202,"Court Area, Central Jodhpur, Jodhpur, Rajasthan",Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Jodhpur,North Jodhpur,Mall Road,2021,9,2021-09-01,3874431,12862,331.97,3801,4585,2283,1,26.21845,72.96005,"Mall Road, North Jodhpur, Jodhpur, Rajasthan",Installed,A case of car theft was reported near outside Gaurav Tower.,Vehicle Theft
Jodhpur,North Jodhpur,Tourist Spot,2021,9,2021-09-01,3874431,16305,420.83,4818,5812,2894,1,26.34571,73.09658,"Tourist Spot, North Jodhpur, Jodhpur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Jodhpur,South Jodhpur,Police Station Area,2021,9,2021-09-01,3874431,14154,365.31,4182,5045,2512,1,26.27275,73.02963,"Police Station Area, South Jodhpur, Jodhpur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Police Station Area.,Other
Jodhpur,South Jodhpur,Bus Stand,2021,9,2021-09-01,3874431,18508,477.7,5469,6597,3285,1,26.18284,73.05289,"Bus Stand, South Jodhpur, Jodhpur, Rajasthan",Not Installed,A case of anti-national activity was reported near outside the post office in Bus Stand.,Extremism/Anti-national
